Provider PHIN ID,Provider,Site PHIN ID,Site,Sector,Site Profile URL,Site URL,Site Address 1,Site Address 2,Site City,Site Postcode,Site Longitude,Site Latitude,Site ODS Code,Site GOR,Provider ODS Code,Regulator,Regulator ID,Regulator Rating
PHIN-18R,Circle Health Group,PHIN-GRL037,The Blackheath Hospital,IND,https://www.phin.org.uk/profiles/hospitals/the-blackheath-hospital-19756,http://www.bmihealthcare.co.uk/blackheath,40-42 Lee Terrace,Blackheath,London,SE3 9UD,0.006,51.464,NT406,London,NT4,CQC,1-128758547,Good
PHIN-18R,Circle Health Group,PHIN-GRL045,The Cavell Hospital,IND,https://www.phin.org.uk/profiles/hospitals/the-cavell-hospital-19800,http://www.bmihealthcare.co.uk/cavell,Cavell Drive,Uplands Park Road,Enfield,EN2 7PR,-0.101,51.659,NT451,London,NT4,CQC,1-128758601,Good
PHIN-18R,Circle Health Group,PHIN-KEN003,The Chaucer Hospital,IND,https://www.phin.org.uk/profiles/hospitals/the-chaucer-hospital-19758,http://www.bmihealthcare.co.uk/chaucer,Nackington Road,,Canterbury,CT4 7AR,1.087,51.262,NT408,South East,NT4,CQC,1-128758675,Good
PHIN-18R,Circle Health Group,PHIN-BKM001,The Chiltern Hospital,IND,https://www.phin.org.uk/profiles/hospitals/the-chiltern-hospital-19760,http://www.bmihealthcare.co.uk/chiltern,London Road,Great Missenden,Chiltern,HP16 0EN,-0.694,51.691,NT410,South East,NT4,CQC,1-128758622,Good
PHIN-18R,Circle Health Group,PHIN-GRL039,The Clementine Churchill Hospital,IND,https://www.phin.org.uk/profiles/hospitals/the-clementine-churchill-hospital-19761,http://www.bmihealthcare.co.uk/cch,Sudbury Hill,,Harrow,HA1 3RX,-0.333,51.565,NT411,London,NT4,CQC,1-128758653,Good
PHIN-18R,Circle Health Group,PHIN-WOR001,The Droitwich Spa Hospital,IND,https://www.phin.org.uk/profiles/hospitals/the-droitwich-spa-hospital-19762,http://www.bmihealthcare.co.uk/droitwich,St Andrews Road,,Droitwich Spa,WR9 8DN,-2.151,52.266,NT412,West Midlands,NT4,CQC,1-128758696,Requires improvement
PHIN-18R,Circle Health Group,PHIN-NYK004,The Duchy Hospital,IND,https://www.phin.org.uk/profiles/hospitals/the-duchy-hospital-19796,http://www.bmihealthcare.co.uk/duchy,9 Queens Road,,Harrogate,HG2 0HF,-1.548,53.988,NT447,Yorkshire and The Humber,NT4,CQC,1-128766718,Requires improvement
PHIN-18R,Circle Health Group,PHIN-BIR003,The Edgbaston Hospital,IND,https://www.phin.org.uk/profiles/hospitals/the-edgbaston-hospital-19794,http://www.bmihealthcare.co.uk/edgbaston,22 Somerset Road,Edgbaston,Birmingham,B15 2QQ,-1.933,52.458,NT445,West Midlands,NT4,CQC,1-128758464,Requires improvement
PHIN-18R,Circle Health Group,PHIN-HAM003,The Hampshire Clinic,IND,https://www.phin.org.uk/profiles/hospitals/the-hampshire-clinic-19768,http://www.bmihealthcare.co.uk/hampshire,Basing Road,Old Basing,Basingstoke,RG24 7AL,-1.057,51.272,NT418,South East,NT4,CQC,1-128766820,Good
PHIN-18R,Circle Health Group,PHIN-POL002,The Harbour Hospital,IND,https://www.phin.org.uk/profiles/hospitals/the-harbour-hospital-19769,http://www.bmihealthcare.co.uk/harbour,St Marys Road,,Poole,BH15 2BH,-1.976,50.722,NT419,South West,NT4,CQC,1-128766841,Good
PHIN-18R,Circle Health Group,PHIN-RCH002,The Highfield Hospital,IND,https://www.phin.org.uk/profiles/hospitals/the-highfield-hospital-19770,http://www.bmihealthcare.co.uk/highfield,Manchester Road,,Rochdale,OL11 4LZ,-2.168,53.607,NT420,North West,NT4,CQC,1-128766862,Good
PHIN-18R,Circle Health Group,PHIN-KIR001,The Huddersfield Hospital,IND,https://www.phin.org.uk/profiles/hospitals/the-huddersfield-hospital-19797,http://www.bmihealthcare.co.uk/huddersfield,Birkby Hall Road,Huddersfield,Kirklees,HD2 2BL,-1.799,53.658,NT448,Yorkshire and The Humber,NT4,CQC,1-128766884,Requires improvement
PHIN-18R,Circle Health Group,PHIN-GRL041,The King's Oak Hospital,IND,https://www.phin.org.uk/profiles/hospitals/the-king's-oak-hospital-19771,http://www.bmihealthcare.co.uk/kingsoak,Chase Farm (North Side),The Ridgeway,Enfield,EN2 8SD,-0.106,51.668,NT421,London,NT4,CQC,1-128766906,Good
PHIN-18R,Circle Health Group,PHIN-LAN004,The Lancaster Hospital,IND,https://www.phin.org.uk/profiles/hospitals/the-lancaster-hospital-19798,http://www.bmihealthcare.co.uk/lancaster,Meadowside,,Lancaster,LA1 3RH,-2.795,54.043,NT449,North West,NT4,CQC,1-128766928,Requires improvement
PHIN-18R,Circle Health Group,PHIN-LIN002,The Lincoln Hospital,IND,https://www.phin.org.uk/profiles/hospitals/the-lincoln-hospital-19799,http://www.bmihealthcare.co.uk/lincoln,Nettleham Road,,Lincoln,LN2 1QU,-0.533,53.238,NT450,East Midlands,NT4,CQC,1-128766946,Good
PHIN-18R,Circle Health Group,PHIN-GRL042,The London Independent Hospital,IND,https://www.phin.org.uk/profiles/hospitals/the-london-independent-hospital-19772,http://www.bmihealthcare.co.uk/lih,1 Beaumont Square,Stepney Green,London,E1 4NL,-0.047,51.520,NT422,London,NT4,CQC,1-128766965,Good
PHIN-18R,Circle Health Group,PHIN-BDF001,The Manor Hospital,IND,https://www.phin.org.uk/profiles/hospitals/the-manor-hospital-19773,http://www.bmihealthcare.co.uk/manor,Church End,Biddenham,Bedford,MK40 4AW,-0.513,52.138,NT423,East of England,NT4,CQC,1-128767002,Good
PHIN-18R,Circle Health Group,PHIN-NTT001,The Park Hospital,IND,https://www.phin.org.uk/profiles/hospitals/the-park-hospital-19777,http://www.bmihealthcare.co.uk/park,Sherwood Lodge Drive,Burntstump Country Park,Arnold,NG5 8RX,-1.143,53.050,NT427,East Midlands,NT4,CQC,1-128767084,Good
PHIN-18R,Circle Health Group,PHIN-WNM002,The Princess Margaret Hospital,IND,https://www.phin.org.uk/profiles/hospitals/the-princess-margaret-hospital-19778,http://www.bmihealthcare.co.uk/pmh,39-42 Osborne Road,Windsor,Windsor and Maidenhead,SL4 3SJ,-0.610,51.475,NT428,South East,NT4,CQC,1-128767105,Good
PHIN-18R,Circle Health Group,PHIN-BIR002,The Priory Hospital,IND,https://www.phin.org.uk/profiles/hospitals/the-priory-hospital-19779,http://www.bmihealthcare.co.uk/priory,Priory Road,Edgbaston,Birmingham,B5 7UG,-1.911,52.456,NT429,West Midlands,NT4,CQC,1-128767127,Requires improvement
PHIN-18R,Circle Health Group,PHIN-SWD002,The Ridgeway Hospital,IND,https://www.phin.org.uk/profiles/hospitals/the-ridgeway-hospital-19780,http://www.bmihealthcare.co.uk/ridgeway,Moormead Road,Wroughton,Swindon,SN4 9DD,-1.786,51.525,NT430,South West,NT4,CQC,1-128767148,Requires improvement
PHIN-18R,Circle Health Group,PHIN-SRY006,The Runnymede Hospital,IND,https://www.phin.org.uk/profiles/hospitals/the-runnymede-hospital-19781,http://www.bmihealthcare.co.uk/runnymede,Guildford Road,Ottershaw,Chertsey,KT16 0RQ,-0.524,51.378,NT431,South East,NT4,CQC,1-128767168,Good
PHIN-18R,Circle Health Group,PHIN-MIK002,The Saxon Clinic,IND,https://www.phin.org.uk/profiles/hospitals/the-saxon-clinic-19784,http://www.bmihealthcare.co.uk/saxon,Chadwick Drive,Saxon Street,Milton Keynes,MK6 5LR,-0.740,52.026,NT434,South East,NT4,CQC,1-128767232,Good
PHIN-18R,Circle Health Group,PHIN-BKM002,The Shelburne Hospital,IND,https://www.phin.org.uk/profiles/hospitals/the-shelburne-hospital-19785,http://www.bmihealthcare.co.uk/shelburne,Queen Alexandra Road,High Wycombe,Wycombe,HP11 2TR,-0.755,51.626,NT435,South East,NT4,CQC,1-128767252,Requires improvement
PHIN-18R,Circle Health Group,PHIN-GRL044,The Sloane Hospital,IND,https://www.phin.org.uk/profiles/hospitals/the-sloane-hospital-19787,http://www.bmihealthcare.co.uk/sloane,125 Albemarle Road,Beckenham,Kent,BR3 5HS,-0.004,51.408,NT437,London,NT4,CQC,1-128767290,Requires improvement
PHIN-18R,Circle Health Group,PHIN-DOR002,The Winterbourne Hospital,IND,https://www.phin.org.uk/profiles/hospitals/the-winterbourne-hospital-19792,http://www.bmihealthcare.co.uk/winterbourne,Herringston Road,Dorchester,West Dorset,DT1 2DR,-2.442,50.701,NT443,South West,NT4,CQC,1-128767396,Requires improvement
PHIN-18R,Circle Health Group,PHIN-SHF006,Thornbury Hospital,IND,https://www.phin.org.uk/profiles/hospitals/thornbury-hospital-19790,http://www.bmihealthcare.co.uk/thornbury,312 Fulwood Road,,Sheffield,S10 3BR,-1.517,53.374,NT440,Yorkshire and The Humber,NT4,CQC,1-128767375,Good
PHIN-18R,Circle Health Group,PHIN-NTH002,Three Shires Hospital,IND,https://www.phin.org.uk/profiles/hospitals/three-shires-hospital-19791,http://www.bmihealthcare.co.uk/threeshires,The Avenue,Cliftonville,Northampton,NN1 5DR,-0.874,52.236,NT441,East Midlands,NT4,CQC,1-2079393249,Good
PHIN-18R,Circle Health Group,PHIN-CMN001,Werndale Hospital,IND,https://www.phin.org.uk/profiles/hospitals/werndale-hospital-19885,http://www.bmihealthcare.co.uk/werndalehospital,BMI Werndale Hospital,Bancyfelin,Carmarthen,SA33 5NT,-4.437,51.834,NT4W1,Wales,NT4,HIW,,
PHIN-18R,Circle Health Group,PHIN-DAL001,Woodlands Hospital,IND,https://www.phin.org.uk/profiles/hospitals/woodlands-hospital-19806,http://www.bmihealthcare.co.uk/woodlands,Morton Park,,Darlington,DL1 4PL,-1.505,54.520,NT457,North East,NT4,CQC,1-128767416,Good
PHIN-77M,Cleveland Clinic,PHIN-GRL100,33 Grosvenor Place,IND,,,,,,SW1X 7HY,-0.149,51.499,,London,DQM01,CQC,,
PHIN-60U,Clinica London Limited,PHIN-GRL261,Clinica London,IND,,,,,,W1G 7LB,-0.148,51.523,,London,,CQC,,
PHIN-60T,CosmeSurge Ltd,PHIN-GRL268,Cosmesurge Clinic,IND,,,,,,W1G 8QQ,-0.147,51.519,,London,,CQC,,
PHIN-62D,Countess Of Chester Hospital NHS Foundation Trust,PHIN-CHW002,Countess Of Chester Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/countess-of-chester-hospital-32626,,The Countess Of Chester Health Park,,Chester,CH2 1UL,-2.898,53.209,RJR05,North West,RJR,CQC,RJR05,Requires improvement
PHIN-16A,Croydon University Hospital,PHIN-GRL208,Croydon University Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/croydon-university-hospital-31798,,London Road,,Croydon,CR7 7YE,-0.109,51.389,RJ611,London,RJ6,CQC,RJ611,Requires improvement
PHIN-00R,Cumbria Partnership NHS Foundation Trust ,PHIN-CMA002,Cumberland Infirmary,NHS PPU,https://www.phin.org.uk/profiles/hospitals/cumberland-infirmary-34698,,Newtown Road,,Carlisle,CA2 7HY,-2.955,54.896,RNLAY,North West,,CQC,RNN62,Requires improvement
PHIN-00R,Cumbria Partnership NHS Foundation Trust ,PHIN-CMA001,West Cumberland Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/west-cumberland-hospital-34701,,Homewood,,Whitehaven,CA28 8JG,-3.563,54.530,RNLBX,North West,,CQC,RNNX2,Requires improvement
PHIN-44Y,Curis Health Care,PHIN-GRL278,Hammersmith Private Hospital,IND,https://www.phin.org.uk/profiles/hospitals/hammersmith-private-hospital-98181,,,The Triangle,London,W6 0LG,-0.189,51.605,,London,,CQC,,
PHIN-44Y,Curis Health Care,PHIN-SOL013,Joseph House ,IND,https://www.phin.org.uk/profiles/hospitals/joseph-house--280401,,970 Stratford Road,Shirley,Solihull,B90 4ED,-1.804,52.389,,West Midlands,,CQC,,
PHIN-92F,Cwm Taf University Health Board ,PHIN-MTY001,Prince Charles Hospital ,NHS PPU,https://www.phin.org.uk/profiles/hospitals/prince-charles-hospital--59984,,Prince Charles Hospital,Gurnos,Merthyr Tydfil,CF47 9DT,-3.386,51.764,,Wales,,HIW,,
PHIN-92F,Cwm Taf University Health Board ,PHIN-RCT001,Royal Glamorgan Hospital ,NHS PPU,https://www.phin.org.uk/profiles/hospitals/royal-glamorgan-hospital--59985,,Royal Glamorgan Hospital,Ynysmaerdy,Llantrisant,CF72 8XR,-3.391,51.548,,Wales,,HIW,,
PHIN-84R,Dartford and Gravesham NHS Trust,PHIN-KEN011,Darent Valley Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/darent-valley-hospital-34470,,Darenth Wood Road,,Dartford,DA2 8DA,0.259,51.435,RN707,South East,RN7,CQC,RN707,Good
PHIN-41R,Dorset County Hospital NHS Foundation Trust,PHIN-DOR003,Dorset County Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/dorset-county-hospital-26839,,Williams Avenue,,Dorchester,DT1 2JY,-2.447,50.713,RBD01,South West,RBD,CQC,RBD01,Good
PHIN-76H,Dr Alexandra Chambers Medical and Aesthetic Practice ,PHIN-GRL115,Dr. Chambers Practice,IND,,,,,,W1G 8AJ,-0.149,51.519,NRJ01,London,NRJ,CQC,1-225238132,
PHIN-70X,Dr Glancey Clinics ,PHIN-GRL312,Dr Glancey Clinics ,IND,,,,,,W1G 8EE,-0.149,51.518,,London,,CQC,,
PHIN-11X,East and North Hertfordshire NHS Trust,PHIN-HRT009,Lister Hospital,NHS PPU,,,,,,SG1 4AB,-0.213,51.925,RWH01,East of England,RWH,CQC,RWH01,Requires improvement
PHIN-11X,East and North Hertfordshire NHS Trust,PHIN-GRL060,Mount Vernon Cancer Centre,NHS PPU,,,,,,HA6 2RN,-0.446,51.615,RWH04,London,RWH,CQC,RWH04,Requires improvement
PHIN-11X,East and North Hertfordshire NHS Trust,PHIN-HRT010,Queen Elizabeth II Hospital,NHS PPU,,,,,,AL7 4HQ,-0.188,51.783,RWH20,East of England,RWH,CQC,RWH20,Requires improvement
PHIN-48I,East Kent Hospitals University NHS Foundation Trust ,PHIN-KEN079,Kent and Canterbury Hospital,NHS PPU,,,,,,CT1 3NG,1.087,51.266,NQ729,South East,RVV,CQC,,
PHIN-48I,East Kent Hospitals University NHS Foundation Trust ,PHIN-KEN080,Queen Elizabeth The Queen Mother Hospital,NHS PPU,,,,,,CT9 4AN,1.389,51.378,NQ731,South East,RVV,CQC,,
PHIN-48I,East Kent Hospitals University NHS Foundation Trust ,PHIN-KEN081,William Harvey Hospital,NHS PPU,,,,,,TN24 0LZ,0.916,51.141,,South East,RVV,CQC,,
PHIN-16G,East Lancashire Hospitals NHS Trust,PHIN-LAN034,Burnley General Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/burnley-general-hospital-50640,,Casterton Avenue,,Burnley,BB10 2PQ,-2.228,53.810,RXR10,North West,RXR,CQC,RXR10,Good
PHIN-16G,East Lancashire Hospitals NHS Trust,PHIN-BBD002,Royal Blackburn Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/royal-blackburn-hospital-50650,,Haslingden Road,,Blackburn,BB2 3HH,-2.463,53.736,RXR20,North West,RXR,CQC,RXR20,Good
PHIN-08J,East Suffolk and North Essex NHS Foundation Trust,PHIN-ESS008,Colchester General Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/colchester-general-hospital-28285,,Turner Road,,Colchester,CO4 5JL,0.899,51.910,RDEE4,East of England,RDE,CQC,RDEE4,Requires improvement
PHIN-08J,East Suffolk and North Essex NHS Foundation Trust,PHIN-ESS009,Essex County Hospital,NHS PPU,,,,,,CO3 3NB,0.889,51.887,RDEEB,East of England,RDE,CQC,RDEEB,Requires improvement
PHIN-08J,East Suffolk and North Essex NHS Foundation Trust,PHIN-SFK003,Ipswich Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/ipswich-hospital-30161,http://www.Ipswichhospital.nhs.uk,Heath Road,,Ipswich,IP4 5PD,1.198,52.057,RGQ02,East of England,RDE,CQC,RGQ02,Good
PHIN-85V,East Sussex Healthcare NHS Trust,PHIN-ESX002,Conquest Hospital,NHS PPU,,,,,,TN37 7RD,0.567,50.885,RXC01,South East,RXC,CQC,RXC01,Outstanding
PHIN-85V,East Sussex Healthcare NHS Trust,PHIN-ESX003,Eastbourne District General Hospital,NHS PPU,,,,,,BN21 2UD,0.271,50.787,RXC02,South East,RXC,CQC,RXC02,Good
PHIN-71W,Edgbaston Wellness Medispa,PHIN-BIR051,Edgbaston Wellness Medispa,IND,,,,,,B15 3AU,-1.922,52.470,,West Midlands,,CQC,,
PHIN-24E,EF Medispa,PHIN-GRL256,EF Medispa Kensington,IND,,,,,,W8 4LL,-0.192,51.504,,London,,CQC,,
PHIN-01V,Elanic Clinic,PHIN-ABE005,Elanic - Aberdeen,IND,,,,,,AB10 6NN,-2.135,57.132,,Scotland,,HIS,,
PHIN-01V,Elanic Clinic,PHIN-EDH005,Elanic - Edinburgh,IND,,,,,,EH3 7HA,-3.213,55.950,,Scotland,,HIS,,
PHIN-01V,Elanic Clinic,PHIN-GLG008,Elanic - Glasgow,IND,,,,,,G2 2EN,-4.258,55.864,,Scotland,,HIS,,
PHIN-01V,Elanic Clinic,PHIN-GRL270,Elanic - London,IND,,,,,,W1G 7LH,-0.149,51.523,,London,,CQC,,
PHIN-28F,Epsom and St Helier University Hospitals NHS Trust,PHIN-SRY001,Epsom Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/epsom-hospital-42779,,Epsom Ewell & St. Hellier Nhs Trust,Epsom General Hospital,Epsom,KT18 7EG,-0.273,51.325,RVR50,South East,RVR,CQC,RVR50,
PHIN-28F,Epsom and St Helier University Hospitals NHS Trust,PHIN-GRL007,Queen Mary's Hospital for Children,NHS PPU,,,,,,SM5 1AA,-0.184,51.380,RVR07,London,RVR,CQC,RVR05,
PHIN-28F,Epsom and St Helier University Hospitals NHS Trust,PHIN-GRL008,St Helier Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/st-helier-hospital-42774,,Wrythe Lane,,Carshalton,SM5 1AA,-0.184,51.380,RVR05,London,RVR,CQC,RVR05,
PHIN-28F,Epsom and St Helier University Hospitals NHS Trust,PHIN-GRL009,Sutton Hospital,NHS PPU,,,,,,SM2 5NF,-0.194,51.347,RVR06,London,RVR,CQC,RVR06,
PHIN-09S,Epsomedical,PHIN-SRY004,Cobham Day Surgery,IND,https://www.phin.org.uk/profiles/hospitals/cobham-day-surgery-25889,http://www.epsomedical.co.uk,168 Portsmouth Road,,Cobham,KT11 1HS,-0.408,51.335,NVM01,South East,NVM,CQC,1-106389976,Good
PHIN-09S,Epsomedical,PHIN-SRY005,Epsom Day Surgery,IND,https://www.phin.org.uk/profiles/hospitals/epsom-day-surgery-21837,http://www.epsomedical.co.uk,Epsom Day Surgery,The Old Cottage Hospital/Alexandra Road,Epsom,KT17 4BL,-0.255,51.335,NVM02,South East,NVM,CQC,1-106389880,Good
PHIN-09S,Epsomedical,PHIN-SRY023,Epsom Day Surgery at Ebbisham,IND,,,,,,KT19 8AG,-0.266,51.334,NVM03,South East,NVM,CQC,1-106389880,Good
PHIN-09K,FACEmed,PHIN-ESS060,FACEmed Cosmetic Medical & Dental Centre,IND,https://www.phin.org.uk/profiles/hospitals/facemed-cosmetic-medical-&-dental-centre-98904,https://facemed.co.uk/,Barnsfield,Crays Hill,Billericay,CM11 2XP,0.470,51.602,,East of England,,CQC,,
PHIN-58L,Fairfield Independent Hospital,PHIN-SHN003,Fairfield Independent Hospital,IND,https://www.phin.org.uk/profiles/hospitals/fairfield-independent-hospital-21818,https://www.fairfield.org.uk/,Crank Road,,St Helens,WA11 7RS,-2.750,53.485,NVG01,North West,NVG,CQC,1-114621322,Good
PHIN-85I,First Trust Hospital,PHIN-LAN008,First Trust Hospital,IND,https://www.phin.org.uk/profiles/hospitals/first-trust-hospital-17928,http://www.firsttrusthospital.org,Durton Lane,,Broughton,PR3 5LD,-2.711,53.803,NN301,North West,NN3,CQC,1-108411638,Requires improvement
PHIN-82B,Fortius Clinic,PHIN-GRL063,Fortius Clinic,IND,https://www.phin.org.uk/profiles/hospitals/fortius-clinic-11834,https://www.fortiusclinic.com/,17 Fitzhardinge Street,,London,W1H 6EQ,-0.154,51.516,ACP01,London,ACP,CQC,1-2147328388,Outstanding
PHIN-50Q,Frimley Health NHS Foundation Trust,PHIN-SRY002,Frimley Park Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/frimley-park-hospital-28516,http://www.parkside-suite.org.uk/,Portsmouth Road,,Frimley,GU16 7UJ,-0.742,51.320,RDU01,South East,RDU,CQC,RDU01,Outstanding
PHIN-50Q,Frimley Health NHS Foundation Trust,PHIN-SLG001,Wexham Park Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/wexham-park-hospital-28565,http://www.paragonsuite.co.uk/,Wexham,,Slough,SL2 4HL,-0.574,51.532,RDU50,South East,RDU,CQC,RDU50,Good
PHIN-93M,Gateshead Health NHS Foundation Trust,PHIN-GAT002,Queen Elizabeth Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/queen-elizabeth-hospital-36888,,Sheriff Hill,,Gateshead,NE9 6SX,-1.581,54.939,RR7EN,North East,RR7,CQC,RR7EN,Outstanding
PHIN-06Z,Genesis Care,PHIN-STS046,Genesis Care Birmingham,IND,https://www.phin.org.uk/profiles/hospitals/genesis-care-birmingham-94465,https://www.genesiscare.com/uk/our-centres/birmingham/,Little Aston Hall Drive,Sutton Coldfield,"Birmingham, West Midlands",B74 3BF,-1.874,52.601,GC902,West Midlands,GC9,CQC,1-201613803,Good
PHIN-06Z,Genesis Care,PHIN-ESS050,Genesis Care Chelmsford,IND,https://www.phin.org.uk/profiles/hospitals/genesis-care-chelmsford-94446,https://www.genesiscare.com/uk/our-centres/chelmsford/,Springfield Cancer Centre,Lawn Lane,Chelmsford,CM1 7GU,0.485,51.753,GC905,East of England,GC9,CQC,1-2655046617,
PHIN-06Z,Genesis Care,PHIN-HRT043,Genesis Care Elstree,IND,https://www.phin.org.uk/profiles/hospitals/genesis-care-elstree-94394,https://www.genesiscare.com/uk/our-centres/elstree/,Cancer Partners UK,Unit 710,Borehamwood,WD6 3SY,-0.306,51.639,GC907,East of England,GC9,CQC,1-234168674,Good
PHIN-06Z,Genesis Care,PHIN-SRY059,Genesis Care Guildford,IND,https://www.phin.org.uk/profiles/hospitals/genesis-care-guildford-94463,https://www.genesiscare.com/uk/our-centres/guildford/,B M I Mount Alvernia Hospital,46 Harvey Road,Guildford,GU1 3LX,-0.564,51.236,GC908,South East,GC9,CQC,1-935544607,Good
PHIN-06Z,Genesis Care,PHIN-GRL300,Genesis Care London,IND,https://www.phin.org.uk/profiles/hospitals/genesis-care-london-100338,https://www.genesiscare.com/uk/our-centres/cromwell-hospital/,Cromwell Hospital,162-174 Cromwell Road,London,SW5 0TU,-0.191,51.495,GC906,London,GC9,CQC,,
PHIN-06Z,Genesis Care,PHIN-KEN091,Genesis Care Maidstone,IND,https://www.phin.org.uk/profiles/hospitals/genesis-care-maidstone-94458,https://www.genesiscare.com/uk/our-centres/maidstone/,17 Kings Hill Avenue,Kings Hill,West Malling,ME19 4UA,0.394,51.277,GC909,South East,GC9,CQC,1-2286900385,Good
PHIN-06Z,Genesis Care,PHIN-MIK014,Genesis Care Milton Keynes,IND,https://www.phin.org.uk/profiles/hospitals/genesis-care-milton-keynes-94459,https://www.genesiscare.com/uk/our-centres/milton-keynes/,Cancer Partners UK Ltd,The Pavilion,Milton Keynes,MK14 6LS,-0.761,52.058,GC910,South East,GC9,CQC,1-1084520641,Good
PHIN-06Z,Genesis Care,PHIN-SFK031,Genesis Care Newmarket,IND,https://www.phin.org.uk/profiles/hospitals/genesis-care-newmarket-94462,https://www.genesiscare.com/uk/our-centres/cambridge/,The Oaks,Fordham Road,Newmarket,CB8 7XN,0.398,52.261,GC904,East of England,GC9,CQC,1-5363147216,
PHIN-06Z,Genesis Care,PHIN-NTT027,Genesis Care Nottingham,IND,https://www.phin.org.uk/profiles/hospitals/genesis-care-nottingham-94460,https://www.genesiscare.com/uk/our-centres/nottingham/,The Park Centre for Oncology,The Park Hospital,Nottingham,NG5 8RX,-1.144,53.050,GC911,East Midlands,GC9,CQC,1-417457070,Good
PHIN-06Z,Genesis Care,PHIN-OXF036,Genesis Care Oxford,IND,https://www.phin.org.uk/profiles/hospitals/genesis-care-oxford-94461,https://www.genesiscare.com/uk/our-centres/oxford/,Sandy Lane West,Peters Way,Oxford,OX4 6LB,-1.216,51.724,GC912,South East,GC9,CQC,1-1494612145,Good
PHIN-06Z,Genesis Care,PHIN-HAM039,Genesis Care Portsmouth,IND,https://www.phin.org.uk/profiles/hospitals/genesis-care-portsmouth-94447,https://www.genesiscare.com/uk/our-centres/portsmouth/,Bartons Road,Spire Portsmouth Hospital,Havant,PO9 5NA,-0.961,50.867,GC913,South East,GC9,CQC,1-120435268,No published rating
PHIN-06Z,Genesis Care,PHIN-STH022,Genesis Care Southampton,IND,https://www.phin.org.uk/profiles/hospitals/genesis-care-southampton-94464,https://www.genesiscare.com/uk/our-centres/southampton/,Spire,Southampton Hospital,Southampton,SO16 6UY,-1.432,50.931,GC914,South East,GC9,CQC,1-120435306,Outstanding
PHIN-06Z,Genesis Care,PHIN-WNM012,Genesis Care Windsor,IND,https://www.phin.org.uk/profiles/hospitals/genesis-care-windsor-94466,https://www.genesiscare.com/uk/our-centres/windsor/,69 Alma Road,,Windsor,SL4 3HD,-0.618,51.477,GC901,South East,GC9,CQC,1-4655918770,Good
PHIN-06Z,Genesis Care,PHIN-SGC004,GenesisCare Bristol,IND,https://www.phin.org.uk/profiles/hospitals/genesiscare-bristol-92554,https://www.genesiscare.com/uk/our-centres/bristol/,300 Park Avenue,Almondsbury,Bristol,BS32 4SY,-2.571,51.542,GC903,South West,GC9,CQC,1-1375494436,
PHIN-06Z,Genesis Care,PHIN-ESS015,Specialist Care Centre - Chelmsford,IND,,,,,,CM1 7GU,0.485,51.753,,East of England,GC9,CQC,1-2655046617,
PHIN-22Z,Gloucestershire Hospitals NHS Foundation Trust,PHIN-GLS001,Cheltenham General Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/cheltenham-general-hospital-39833,,Sandford Road,,Cheltenham,GL53 7AN,-2.072,51.892,RTE01,South West,RTE,CQC,RTE01,Good
PHIN-22Z,Gloucestershire Hospitals NHS Foundation Trust,PHIN-GLS002,Gloucestershire Royal Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/gloucestershire-royal-hospital-39835,,Great Western Road,,Gloucester,GL1 3NN,-2.232,51.866,RTE03,South West,RTE,CQC,RTE03,Good
PHIN-06M,Great Ormond Street Hospital For Children NHS Foundation Trust,PHIN-GRL010,Great Ormond Street Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/great-ormond-street-hospital-35384,http://www.gosh.nhs.uk/,Great Ormond Street,,London,WC1N 3JH,-0.120,51.522,RP401,London,RP4,CQC,RP401,Good
PHIN-10J,Great Western Hospitals NHS Foundation Trust,PHIN-SWD001,The Great Western Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/the-great-western-hospital-34245,,Marlborough Road,,Swindon,SN3 6BB,-1.727,51.539,RN325,South West,RN3,CQC,RN325,Requires improvement
PHIN-83O,Guy's and St Thomas' NHS Foundation Trust,PHIN-GRL246,Evelina London Children's Healthcare ,NHS PPU,,,,,,SE1 7EH,-0.119,51.498,,London,RJ1,CQC,,
PHIN-83O,Guy's and St Thomas' NHS Foundation Trust,PHIN-GRL011,Guy's Hospital,NHS PPU,,,,,,SE1 9RT,-0.089,51.505,RJ121,London,RJ1,CQC,RJ121,Good
